45,24,F,77.4,Others,60.0,Others,Science,64.74,SciTech,Yes,92.0,MktFin,63.62,Placed,300000.0
46,25,M,76.5,Others,97.7,Others,Science,78.86,SciTech,No,97.4,MktFin,74.01,Placed,360000.0
47,26,F,52.58,Others,54.6,Central,Commerce,50.2,CommMgmt,Yes,76.0,MktFin,65.33,Not Placed,?
48,27,M,71.0,Others,79.0,Others,Commerce,66.0,CommMgmt,Yes,94.0,MktFin,57.55,Placed,240000.0
49,28,M,63.0,Others,67.0,Others,Commerce,66.0,CommMgmt,No,68.0,MktHR,57.69,Placed,265000.0
50,29,M,76.76,Others,76.5,Others,Commerce,67.5,CommMgmt,Yes,73.35,MktFin,64.15,Placed,350000.0
51,30,M,62.0,Central,67.0,Central,Commerce,58.0,CommMgmt,No,77.0,MktFin,51.29,Not Placed,?
52,31,F,64.0,Central,73.5,Central,Commerce,73.0,CommMgmt,No,52.0,MktHR,56.7,Placed,250000.0
53,32,F,67.0,Central,53.0,Central,Science,65.0,SciTech,No,64.0,MktHR,58.32,Not Placed,?
54,33,F,61.0,Central,81.0,Central,Commerce,66.4,CommMgmt,No,50.89,MktHR,62.21,Placed,278000.0
55,34,F,87.0,Others,65.0,Others,Science,81.0,CommMgmt,Yes,88.0,MktFin,72.78,Placed,260000.0
56,35,M,62.0,Others,51.0,Others,Science,52.0,Others,No,68.44,MktHR,62.77,Not Placed,?
57,36,F,69.0,Central,78.0,Central,Commerce,72.0,CommMgmt,No,71.0,MktHR,62.74,Placed,300000.0
58,37,M,51.0,Central,44.0,Central,Commerce,57.0,CommMgmt,No,64.0,MktFin,51.45,Not Placed,?
59,38,F,79.0,Central,76.0,Central,Science,65.6,SciTech,No,58.0,MktHR,55.47,Placed,320000.0
60,39,F,73.0,Others,58.0,Others,Science,66.0,CommMgmt,No,53.7,MktHR,56.86,Placed,240000.0
61,40,M,81.0,Others,68.0,Others,Science,64.0,SciTech,No,93.0,MktFin,62.56,Placed,411000.0
62,41,F,78.0,Central,77.0,Others,Commerce,80.0,CommMgmt,No,60.0,MktFin,66.72,Placed,287000.0
63,42,F,74.0,Others,63.16,Others,Commerce,65.0,CommMgmt,Yes,65.0,MktHR,69.76,Not Placed,?
64,43,M,49.0,Others,39.0,Central,Science,65.0,Others,No,63.0,MktFin,51.21,Not Placed,?
65,44,M,87.0,Others,87.0,Others,Commerce,68.0,CommMgmt,No,95.0,MktHR,62.9,Placed,300000.0
66,45,F,77.0,Others,73.0,Others,Commerce,81.0,CommMgmt,Yes,89.0,MktFin,69.7,Placed,200000.0
67,46,F,76.0,Central,64.0,Central,Science,72.0,SciTech,No,58.0,MktHR,66.53,Not Placed,?
68,47,F,70.89,Others,71.98,Others,Science,65.6,CommMgmt,No,68.0,MktHR,71.63,Not Placed,?
69,48,M,63.0,Central,60.0,Central,Commerce,57.0,CommMgmt,Yes,78.0,MktFin,54.55,Placed,204000.0
70,49,M,63.0,Others,62.0,Others,Commerce,68.0,CommMgmt,No,64.0,MktFin,62.46,Placed,250000.0
71,50,F,50.0,Others,37.0,Others,Arts,52.0,Others,No,65.0,MktHR,56.11,Not Placed,?
72,51,F,75.2,Central,73.2,Central,Science,68.4,CommMgmt,No,65.0,MktHR,62.98,Placed,200000.0
73,52,M,54.4,Central,61.12,Central,Commerce,56.2,CommMgmt,No,67.0,MktHR,62.65,Not Placed,?
74,53,F,40.89,Others,45.83,Others,Commerce,53.0,CommMgmt,No,71.2,MktHR,65.49,Not Placed,?
75,54,M,80.0,Others,70.0,Others,Science,72.0,SciTech,No,87.0,MktHR,71.04,Placed,450000.0
76,55,F,74.0,Central,60.0,Others,Science,69.0,CommMgmt,No,78.0,MktHR,65.56,Placed,216000.0
77,56,M,60.4,Central,66.6,Others,Science,65.0,CommMgmt,No,71.0,MktHR,52.71,Placed,220000.0
78,57,M,63.0,Others,71.4,Others,Commerce,61.4,CommMgmt,No,68.0,MktFin,66.88,Placed,240000.0
79,58,M,68.0,Central,76.0,Central,Commerce,74.0,CommMgmt,No,80.0,MktFin,63.59,Placed,360000.0
80,59,M,74.0,Central,62.0,Others,Science,68.0,CommMgmt,No,74.0,MktFin,57.99,Placed,268000.0
81,60,M,52.6,Central,65.58,Others,Science,72.11,SciTech,No,57.6,MktFin,56.66,Placed,265000.0
82,61,M,74.0,Central,70.0,Central,Science,72.0,CommMgmt,Yes,60.0,MktFin,57.24,Placed,260000.0
83,62,M,84.2,Central,73.4,Central,Commerce,66.89,CommMgmt,No,61.6,MktFin,62.48,Placed,300000.0
84,63,F,86.5,Others,64.2,Others,Science,67.4,SciTech,No,59.0,MktFin,59.69,Placed,240000.0
85,64,M,61.0,Others,70.0,Others,Commerce,64.0,CommMgmt,No,68.5,MktHR,59.5,Not Placed,?
86,65,M,80.0,Others,73.0,Others,Commerce,75.0,CommMgmt,No,61.0,MktFin,58.78,Placed,240000.0
87,66,M,54.0,Others,47.0,Others,Science,57.0,CommMgmt,No,89.69,MktHR,57.1,Not Placed,?
88,67,M,83.0,Others,74.0,Others,Science,66.0,CommMgmt,No,68.92,MktHR,58.46,Placed,275000.0
89,68,M,80.92,Others,78.5,Others,Commerce,67.0,CommMgmt,No,68.71,MktFin,60.99,Placed,275000.0
90,69,F,69.7,Central,47.0,Central,Commerce,72.7,SciTech,No,79.0,MktHR,59.24,Not Placed,?
91,70,M,73.0,Central,73.0,Central,Science,66.0,SciTech,Yes,70.0,MktFin,68.07,Placed,275000.0
92,71,M,82.0,Others,61.0,Others,Science,62.0,SciTech,No,89.0,MktFin,65.45,Placed,360000.0
93,72,M,75.0,Others,70.29,Others,Commerce,71.0,CommMgmt,No,95.0,MktFin,66.94,Placed,240000.0
94,73,M,84.86,Others,67.0,Others,Science,78.0,CommMgmt,No,95.5,MktFin,68.53,Placed,240000.0
95,74,M,64.6,Central,83.83,Others,Commerce,71.72,CommMgmt,No,86.0,MktFin,59.75,Placed,218000.0
96,75,M,56.6,Central,64.8,Central,Commerce,70.2,CommMgmt,No,84.27,MktFin,67.2,Placed,336000.0
97,76,F,59.0,Central,62.0,Others,Commerce,77.5,CommMgmt,No,74.0,MktHR,67.0,Not Placed,?
98,77,F,66.5,Others,70.4,Central,Arts,71.93,CommMgmt,No,61.0,MktFin,64.27,Placed,230000.0
99,78,M,64.0,Others,80.0,Others,Science,65.0,SciTech,Yes,69.0,MktFin,57.65,Placed,500000.0
100,79,M,84.0,Others,90.9,Others,Science,64.5,SciTech,No,86.04,MktFin,59.42,Placed,270000.0
101,80,F,69.0,Central,62.0,Central,Science,66.0,SciTech,No,75.0,MktHR,67.99,Not Placed,?
102,81,F,69.0,Others,62.0,Others,Commerce,69.0,CommMgmt,Yes,67.0,MktHR,62.35,Placed,240000.0
103,82,M,81.7,Others,63.0,Others,Science,67.0,CommMgmt,Yes,86.0,MktFin,70.2,Placed,300000.0
104,83,M,63.0,Central,67.0,Central,Commerce,74.0,CommMgmt,No,82.0,MktFin,60.44,Not Placed,?
105,84,M,84.0,Others,79.0,Others,Science,68.0,SciTech,Yes,84.0,MktFin,66.69,Placed,300000.0
106,85,M,70.0,Central,63.0,Others,Science,70.0,SciTech,Yes,55.0,MktFin,62.0,Placed,300000.0
107,86,F,83.84,Others,89.83,Others,Commerce,77.2,CommMgmt,Yes,78.74,MktFin,76.18,Placed,400000.0
108,87,M,62.0,Others,63.0,Others,Commerce,64.0,CommMgmt,No,67.0,MktFin,57.03,Placed,220000.0
109,88,M,59.6,Central,51.0,Central,Science,60.0,Others,No,75.0,MktHR,59.08,Not Placed,?
110,89,F,66.0,Central,62.0,Central,Commerce,73.0,CommMgmt,No,58.0,MktHR,64.36,Placed,210000.0
111,90,F,84.0,Others,75.0,Others,Science,69.0,SciTech,Yes,62.0,MktHR,62.36,Placed,210000.0
112,91,F,85.0,Others,90.0,Others,Commerce,82.0,CommMgmt,No,92.0,MktFin,68.03,Placed,300000.0
113,92,M,52.0,Central,57.0,Central,Commerce,50.8,CommMgmt,No,67.0,MktHR,62.79,Not Placed,?
114,93,F,60.23,Central,69.0,Central,Science,66.0,CommMgmt,No,72.0,MktFin,59.47,Placed,230000.0
115,94,M,52.0,Central,62.0,Central,Commerce,54.0,CommMgmt,No,72.0,MktHR,55.41,Not Placed,?
116,95,M,58.0,Central,62.0,Central,Commerce,64.0,CommMgmt,No,53.88,MktFin,54.97,Placed,260000.0
117,96,M,73.0,Central,78.0,Others,Commerce,65.0,CommMgmt,Yes,95.46,MktFin,62.16,Placed,420000.0
118,97,F,76.0,Central,70.0,Central,Science,76.0,CommMgmt,Yes,66.0,MktFin,64.44,Placed,300000.0
119,98,F,70.5,Central,62.5,Others,Commerce,61.0,CommMgmt,No,93.91,MktFin,69.03,Not Placed,?
120,99,F,69.0,Central,73.0,Central,Commerce,65.0,CommMgmt,No,70.0,MktFin,57.31,Placed,220000.0
121,100,M,54.0,Central,82.0,Others,Commerce,63.0,SciTech,No,50.0,MktFin,59.47,Not Placed,?
122,101,F,45.0,Others,57.0,Others,Commerce,58.0,CommMgmt,Yes,56.39,MktHR,64.95,Not Placed,?
123,102,M,63.0,Central,72.0,Central,Commerce,68.0,CommMgmt,No,78.0,MktHR,60.44,Placed,380000.0
124,103,F,77.0,Others,61.0,Others,Commerce,68.0,CommMgmt,Yes,57.5,MktFin,61.31,Placed,300000.0
125,104,M,73.0,Central,78.0,Central,Science,73.0,SciTech,Yes,85.0,MktHR,65.83,Placed,240000.0
126,105,M,69.0,Central,63.0,Others,Science,65.0,CommMgmt,Yes,55.0,MktHR,58.23,Placed,360000.0
127,106,M,59.0,Central,64.0,Others,Science,58.0,SciTech,No,85.0,MktHR,55.3,Not Placed,?
128,107,M,61.08,Others,50.0,Others,Science,54.0,SciTech,No,71.0,MktFin,65.69,Not Placed,?
129,108,M,82.0,Others,90.0,Others,Commerce,83.0,CommMgmt,No,80.0,MktHR,73.52,Placed,200000.0
130,109,M,61.0,Central,82.0,Central,Commerce,69.0,CommMgmt,No,84.0,MktFin,58.31,Placed,300000.0
131,110,M,52.0,Central,63.0,Others,Science,65.0,SciTech,Yes,86.0,MktHR,56.09,Not Placed,?
132,111,F,69.5,Central,70.0,Central,Science,72.0,SciTech,No,57.2,MktHR,54.8,Placed,250000.0
133,112,M,51.0,Others,54.0,Others,Science,61.0,SciTech,No,60.0,MktHR,60.64,Not Placed,?
134,113,M,58.0,Others,61.0,Others,Commerce,61.0,CommMgmt,No,58.0,MktHR,53.94,Placed,250000.0
135,114,F,73.96,Others,79.0,Others,Commerce,67.0,CommMgmt,No,72.15,MktFin,63.08,Placed,280000.0
136,115,M,65.0,Central,68.0,Others,Science,69.0,CommMgmt,No,53.7,MktHR,55.01,Placed,250000.0
137,116,F,73.0,Others,63.0,Others,Science,66.0,CommMgmt,No,89.0,MktFin,60.5,Placed,216000.0
138,117,M,68.2,Central,72.8,Central,Commerce,66.6,CommMgmt,Yes,96.0,MktFin,70.85,Placed,300000.0
139,118,M,77.0,Others,75.0,Others,Science,73.0,SciTech,No,80.0,MktFin,67.05,Placed,240000.0
140,119,M,76.0,Central,80.0,Central,Science,78.0,SciTech,Yes,97.0,MktHR,70.48,Placed,276000.0
141,120,M,60.8,Central,68.4,Central,Commerce,64.6,CommMgmt,Yes,82.66,MktFin,64.34,Placed,940000.0
142,121,M,58.0,Others,40.0,Others,Science,59.0,CommMgmt,No,73.0,MktHR,58.81,Not Placed,?
143,122,F,64.0,Central,67.0,Others,Science,69.6,SciTech,Yes,55.67,MktHR,71.49,Placed,250000.0
144,123,F,66.5,Central,66.8,Central,Arts,69.3,CommMgmt,Yes,80.4,MktFin,71.0,Placed,236000.0
145,124,M,74.0,Others,59.0,Others,Commerce,73.0,CommMgmt,Yes,60.0,MktHR,56.7,Placed,240000.0
146,125,M,67.0,Central,71.0,Central,Science,64.33,Others,Yes,64.0,MktHR,61.26,Placed,250000.0
147,126,F,84.0,Central,73.0,Central,Commerce,73.0,CommMgmt,No,75.0,MktFin,73.33,Placed,350000.0
148,127,F,79.0,Others,61.0,Others,Science,75.5,SciTech,Yes,70.0,MktFin,68.2,Placed,210000.0
149,128,F,72.0,Others,60.0,Others,Science,69.0,CommMgmt,No,55.5,MktHR,58.4,Placed,250000.0
150,129,M,80.4,Central,73.4,Central,Science,77.72,SciTech,Yes,81.2,MktHR,76.26,Placed,400000.0
151,130,M,76.7,Central,89.7,Others,Commerce,66.0,CommMgmt,Yes,90.0,MktFin,68.55,Placed,250000.0
152,131,M,62.0,Central,65.0,Others,Commerce,60.0,CommMgmt,No,84.0,MktFin,64.15,Not Placed,?
153,132,F,74.9,Others,57.0,Others,Science,62.0,Others,Yes,80.0,MktFin,60.78,Placed,360000.0
154,133,M,67.0,Others,68.0,Others,Commerce,64.0,CommMgmt,Yes,74.4,MktHR,53.49,Placed,300000.0
155,134,M,73.0,Central,64.0,Others,Commerce,77.0,CommMgmt,Yes,65.0,MktHR,60.98,Placed,250000.0
156,135,F,77.44,Central,92.0,Others,Commerce,72.0,CommMgmt,Yes,94.0,MktFin,67.13,Placed,250000.0
157,136,F,72.0,Central,56.0,Others,Science,69.0,CommMgmt,No,55.6,MktHR,65.63,Placed,200000.0
158,137,F,47.0,Central,59.0,Central,Arts,64.0,CommMgmt,No,78.0,MktFin,61.58,Not Placed,?
159,138,M,67.0,Others,63.0,Central,Commerce,72.0,CommMgmt,No,56.0,MktHR,60.41,Placed,225000.0
160,139,F,82.0,Others,64.0,Others,Science,73.0,SciTech,Yes,96.0,MktFin,71.77,Placed,250000.0
161,140,M,77.0,Central,70.0,Central,Commerce,59.0,CommMgmt,Yes,58.0,MktFin,54.43,Placed,220000.0
162,141,M,65.0,Central,64.8,Others,Commerce,69.5,CommMgmt,Yes,56.0,MktFin,56.94,Placed,265000.0
163,142,M,66.0,Central,64.0,Central,Science,60.0,CommMgmt,No,60.0,MktHR,61.9,Not Placed,?
164,143,M,85.0,Central,60.0,Others,Science,73.43,SciTech,Yes,60.0,MktFin,61.29,Placed,260000.0
165,144,M,77.67,Others,64.89,Others,Commerce,70.67,CommMgmt,No,89.0,MktFin,60.39,Placed,300000.0
166,145,M,52.0,Others,50.0,Others,Arts,61.0,CommMgmt,No,60.0,MktFin,58.52,Not Placed,?
167,146,M,89.4,Others,65.66,Others,Science,71.25,SciTech,No,72.0,MktHR,63.23,Placed,400000.0
168,147,M,62.0,Central,63.0,Others,Science,66.0,CommMgmt,No,85.0,MktHR,55.14,Placed,233000.0
169,148,M,70.0,Central,74.0,Central,Commerce,65.0,CommMgmt,No,83.0,MktFin,62.28,Placed,300000.0
170,149,F,77.0,Central,86.0,Central,Arts,56.0,Others,No,57.0,MktFin,64.08,Placed,240000.0
171,150,M,44.0,Central,58.0,Central,Arts,55.0,CommMgmt,Yes,64.25,MktHR,58.54,Not Placed,?
172,151,M,71.0,Central,58.66,Central,Science,58.0,SciTech,Yes,56.0,MktFin,61.3,Placed,690000.0
173,152,M,65.0,Central,65.0,Central,Commerce,75.0,CommMgmt,No,83.0,MktFin,58.87,Placed,270000.0
174,153,F,75.4,Others,60.5,Central,Science,84.0,SciTech,No,98.0,MktFin,65.25,Placed,240000.0
175,154,M,49.0,Others,59.0,Others,Science,65.0,SciTech,Yes,86.0,MktFin,62.48,Placed,340000.0
176,155,M,53.0,Central,63.0,Others,Science,60.0,CommMgmt,Yes,70.0,MktFin,53.2,Placed,250000.0
177,156,M,51.57,Others,74.66,Others,Commerce,59.9,CommMgmt,Yes,56.15,MktHR,65.99,Not Placed,?
178,157,M,84.2,Central,69.4,Central,Science,65.0,SciTech,Yes,80.0,MktHR,52.72,Placed,255000.0
179,158,M,66.5,Central,62.5,Central,Commerce,60.9,CommMgmt,No,93.4,MktFin,55.03,Placed,300000.0
180,159,M,67.0,Others,63.0,Others,Science,64.0,SciTech,No,60.0,MktFin,61.87,Not Placed,?
181,160,M,52.0,Central,49.0,Others,Commerce,58.0,CommMgmt,No,62.0,MktHR,60.59,Not Placed,?
182,161,M,87.0,Central,74.0,Central,Science,65.0,SciTech,Yes,75.0,MktHR,72.29,Placed,300000.0
183,162,M,55.6,Others,51.0,Others,Commerce,57.5,CommMgmt,No,57.63,MktHR,62.72,Not Placed,?
184,163,M,74.2,Central,87.6,Others,Commerce,77.25,CommMgmt,Yes,75.2,MktFin,66.06,Placed,285000.0
185,164,M,63.0,Others,67.0,Others,Science,64.0,SciTech,No,75.0,MktFin,66.46,Placed,500000.0
186,165,F,67.16,Central,72.5,Central,Commerce,63.35,CommMgmt,No,53.04,MktFin,65.52,Placed,250000.0
187,166,F,63.3,Central,78.33,Others,Commerce,74.0,CommMgmt,No,80.0,MktFin,74.56,Not Placed,?
188,167,M,62.0,Others,62.0,Others,Commerce,60.0,CommMgmt,Yes,63.0,MktHR,52.38,Placed,240000.0
189,168,M,67.9,Others,62.0,Others,Science,67.0,SciTech,Yes,58.1,MktFin,75.71,Not Placed,?
190,169,F,48.0,Central,51.0,Central,Commerce,58.0,CommMgmt,Yes,60.0,MktHR,58.79,Not Placed,?
191,170,M,59.96,Others,42.16,Others,Science,61.26,SciTech,No,54.48,MktHR,65.48,Not Placed,?
192,171,F,63.4,Others,67.2,Others,Commerce,60.0,CommMgmt,No,58.06,MktHR,69.28,Not Placed,?
193,172,M,80.0,Others,80.0,Others,Commerce,72.0,CommMgmt,Yes,63.79,MktFin,66.04,Placed,290000.0
194,173,M,73.0,Others,58.0,Others,Commerce,56.0,CommMgmt,No,84.0,MktHR,52.64,Placed,300000.0
195,174,F,52.0,Others,52.0,Others,Science,55.0,SciTech,No,67.0,MktHR,59.32,Not Placed,?
196,175,M,73.24,Others,50.83,Others,Science,64.27,SciTech,Yes,64.0,MktFin,66.23,Placed,500000.0
197,176,M,63.0,Others,62.0,Others,Science,65.0,SciTech,No,87.5,MktHR,60.69,Not Placed,?
198,177,F,59.0,Central,60.0,Others,Commerce,56.0,CommMgmt,No,55.0,MktHR,57.9,Placed,220000.0
199,178,F,73.0,Central,97.0,Others,Commerce,79.0,CommMgmt,Yes,89.0,MktFin,70.81,Placed,650000.0
200,179,M,68.0,Others,56.0,Others,Science,68.0,SciTech,No,73.0,MktHR,68.07,Placed,350000.0
201,180,F,77.8,Central,64.0,Central,Science,64.2,SciTech,No,75.5,MktHR,72.14,Not Placed,?
202,181,M,65.0,Central,71.5,Others,Commerce,62.8,CommMgmt,Yes,57.0,MktFin,56.6,Placed,265000.0
203,182,M,62.0,Central,60.33,Others,Science,64.21,SciTech,No,63.0,MktHR,60.02,Not Placed,?
204,183,M,52.0,Others,65.0,Others,Arts,57.0,Others,Yes,75.0,MktFin,59.81,Not Placed,?
205,184,M,65.0,Central,77.0,Central,Commerce,69.0,CommMgmt,No,60.0,MktHR,61.82,Placed,276000.0
206,185,F,56.28,Others,62.83,Others,Commerce,59.79,CommMgmt,No,60.0,MktHR,57.29,Not Placed,?
207,186,F,88.0,Central,72.0,Central,Science,78.0,Others,No,82.0,MktHR,71.43,Placed,252000.0
208,187,F,52.0,Central,64.0,Central,Commerce,61.0,CommMgmt,No,55.0,MktFin,62.93,Not Placed,?
209,188,M,78.5,Central,65.5,Central,Science,67.0,SciTech,Yes,95.0,MktFin,64.86,Placed,280000.0
210,189,M,61.8,Others,47.0,Others,Commerce,54.38,CommMgmt,No,57.0,MktFin,56.13,Not Placed,?
211,190,F,54.0,Central,77.6,Others,Commerce,69.2,CommMgmt,No,95.65,MktFin,66.94,Not Placed,?
212,191,F,64.0,Others,70.2,Central,Commerce,61.0,CommMgmt,No,50.0,MktFin,62.5,Not Placed,?
213,192,M,67.0,Others,61.0,Central,Science,72.0,CommMgmt,No,72.0,MktFin,61.01,Placed,264000.0
214,193,M,65.2,Central,61.4,Central,Commerce,64.8,CommMgmt,Yes,93.4,MktFin,57.34,Placed,270000.0
215,194,F,60.0,Central,63.0,Central,Arts,56.0,Others,Yes,80.0,MktHR,56.63,Placed,300000.0
216,195,M,52.0,Others,55.0,Others,Commerce,56.3,CommMgmt,No,59.0,MktFin,64.74,Not Placed,?
217,196,M,66.0,Central,76.0,Central,Commerce,72.0,CommMgmt,Yes,84.0,MktHR,58.95,Placed,275000.0
218,197,M,72.0,Others,63.0,Others,Science,77.5,SciTech,Yes,78.0,MktFin,54.48,Placed,250000.0
219,198,F,83.96,Others,53.0,Others,Science,91.0,SciTech,No,59.32,MktHR,69.71,Placed,260000.0
220,199,F,67.0,Central,70.0,Central,Commerce,65.0,Others,No,88.0,MktHR,71.96,Not Placed,?
221,200,M,69.0,Others,65.0,Others,Commerce,57.0,CommMgmt,No,73.0,MktHR,55.8,Placed,265000.0
222,201,M,69.0,Others,60.0,Others,Commerce,65.0,CommMgmt,No,87.55,MktFin,52.81,Placed,300000.0
223,202,M,54.2,Central,63.0,Others,Science,58.0,CommMgmt,No,79.0,MktHR,58.44,Not Placed,?
224,203,M,70.0,Central,63.0,Central,Science,66.0,SciTech,No,61.28,MktHR,60.11,Placed,240000.0
225,204,M,55.68,Others,61.33,Others,Commerce,56.87,CommMgmt,No,66.0,MktHR,58.3,Placed,260000.0
226,205,F,74.0,Others,73.0,Others,Commerce,73.0,CommMgmt,Yes,80.0,MktFin,67.69,Placed,210000.0
227,206,M,61.0,Others,62.0,Others,Commerce,65.0,CommMgmt,No,62.0,MktFin,56.81,Placed,250000.0
228,207,M,41.0,Central,42.0,Central,Science,60.0,CommMgmt,No,97.0,MktFin,53.39,Not Placed,?
229,208,M,83.33,Central,78.0,Others,Commerce,61.0,CommMgmt,Yes,88.56,MktFin,71.55,Placed,300000.0
230,209,F,43.0,Central,60.0,Others,Science,65.0,CommMgmt,No,92.66,MktHR,62.92,Not Placed,?
231,210,M,62.0,Central,72.0,Central,Commerce,65.0,CommMgmt,No,67.0,MktFin,56.49,Placed,216000.0
232,211,M,80.6,Others,82.0,Others,Commerce,77.6,CommMgmt,No,91.0,MktFin,74.49,Placed,400000.0
233,212,M,58.0,Others,60.0,Others,Science,72.0,SciTech,No,74.0,MktFin,53.62,Placed,275000.0
234,213,M,67.0,Others,67.0,Others,Commerce,73.0,CommMgmt,Yes,59.0,MktFin,69.72,Placed,295000.0
235,214,F,74.0,Others,66.0,Others,Commerce,58.0,CommMgmt,No,70.0,MktHR,60.23,Placed,204000.0
236,215,M,62.0,Central,58.0,Others,Science,53.0,CommMgmt,No,89.0,MktHR,60.22,Not Placed,?
